Filename,Overall Index
56.2021.pdf.json,-1.6428571428571428
56.2022.pdf.json,-2.3333333333333335
56.2023.pdf.json,-1.6666666666666665
57.2021.pdf.json,-0.5384615384615385
57.2023.pdf.json,-2.0
58.2021.pdf.json,-2.692307692307692
58.2022.pdf.json,-2.1739130434782608
58.2023.pdf.json,-1.1111111111111112
59.2021.pdf.json,-2.019230769230769
59.2022.pdf.json,-2.2448979591836733
59.2023.pdf.json,-2.7358490566037736
60.2021.pdf.json,-1.973684210526316
60.2022.pdf.json,-1.8333333333333333
60.2023.pdf.json,-1.8014705882352942
61.2021.pdf.json,2.0
61.2022.pdf.json,3.0
61.2023.pdf.json,1.6666666666666665
62.2021.pdf.json,-3.0635838150289016
62.2022.pdf.json,-3.1460674157303368
62.2023.pdf.json,-2.073170731707317
63.2021.pdf.json,-2.727272727272727
63.2022.pdf.json,-0.9722222222222222
63.2023.pdf.json,-1.3
64.2021.pdf.json,-2.6344086021505375
64.2022.pdf.json,-3.105263157894737
64.2023.pdf.json,-2.0634920634920633
65.2021.pdf.json,-2.5301204819277108
65.2022.pdf.json,-1.597222222222222
65.2023.pdf.json,-3.25
66.2021.pdf.json,-1.777777777777778
66.2022.pdf.json,-0.5813953488372093
66.2023.pdf.json,-1.4634146341463414
67.2022.pdf.json,-0.8196721311475409
68.2021.pdf.json,-3.076923076923077
68.2022.pdf.json,-0.5952380952380952
68.2023.pdf.json,-3.0434782608695654
69.2021.pdf.json,-2.0
69.2022.pdf.json,-0.5555555555555556
69.2023.pdf.json,-0.625
70.2021.pdf.json,-2.4074074074074074
70.2022.pdf.json,0.18518518518518517
70.2023.pdf.json,-0.5
71.2021.pdf.json,-1.8055555555555556
71.2022.pdf.json,-1.1111111111111112
71.2023.pdf.json,-2.0
72.2022.pdf.json,-2.528735632183908
72.2023.pdf.json,-2.833333333333333
72.2024.pdf.json,-4.414414414414415
73.2021.pdf.json,-3.1578947368421053
73.2022.pdf.json,-3.2222222222222223
73.2023.pdf.json,-2.884615384615384
74.2021.pdf.json,-2.5661375661375665
74.2022.pdf.json,-2.5806451612903225
74.2023.pdf.json,-2.5806451612903225
75.2021.pdf.json,-0.4878048780487805
75.2022.pdf.json,-0.1388888888888889
75.2023.pdf.json,-0.2898550724637681
76.2021.pdf.json,-3.5
76.2022.pdf.json,0.0
76.2023.pdf.json,-3.875
77.2021.pdf.json,0.0
77.2022.pdf.json,-1.5909090909090908
77.2023.pdf.json,-2.2222222222222223
78.2023.pdf.json,0.625
